,gene,validation,localization
4226,YGL010W,Verified,catabolic process
4227,YMR122C,Uncharacterized,biological_process
4228,YDR064W,Verified,ion
4229,YMR275C,Verified,ion
4230,YIL020C,Verified,null
4231,YOR192C,Uncharacterized,transport
4232,YMR202W,Verified,null
4233,YKR077W,Verified,regulation
4234,YDR273W,Verified,null
4235,YPR063C,Uncharacterized,biological_process
4236,YGR231C,Verified,ion
4237,YEL063C,Verified,transport
4238,YDR454C,Verified,null
4239,YML021C,Verified,repair
4240,YPR032W,Verified,transport
4241,YJR130C,Verified,metabolic process
4242,YFL039C,Verified,ion
4243,YNL117W,Verified,null
4244,YIL052C,Verified,ion
4245,YAL069W,Dubious,biological_process
4246,YPL064C,Verified,biological_process
4247,YNR013C,Verified,metabolic process
4248,YDR360W,Dubious,biological_process
4249,YHR073W,Dubious,ion
4250,YJL172W,Verified,metabolic process
4251,YDR151C,Verified,null
4252,YBL078C,Verified,transport
4253,YNL051W,Verified,transport
4254,YKL024C,Verified,metabolic process
4255,YKL126W,Verified,null
4256,YDR306C,Verified,protein
4257,YPL061W,Verified,ion
4258,YLR370C,Verified,ion
4259,YDR343C,Verified,transport
4260,YLR387C,Verified,null
4261,YAL034C,Verified,biological_process
4262,YNR039C,Verified,transport
4263,YAL043C,Verified,ion
4264,YIL165C,Uncharacterized,null
4265,YER042W,Verified,null
4266,YHR146W,Verified,biological_process
4267,YPL125W,Verified,protein
4268,YDR289C,Verified,negative
4269,YPR126C,Dubious,biological_process
4270,YNL285W,Dubious,biological_process
4271,YOL140W,Verified,null
4272,YGR125W,Uncharacterized,biological_process
4273,YLR305C,Verified,ion
4274,YBR194W,Verified,biological_process
4275,YJL092W,Verified,repair
4276,YMR316W,Verified,ion
4277,YIL038C,Verified,ion
4278,YIL138C,Verified,ion
4279,YIL143C,Verified,regulation
4280,YGR092W,Verified,ion
4281,YOL166C,Dubious,biological_process
4282,YJL207C,Verified,protein
4283,YLR247C,Verified,repair
4284,YOR038C,Verified,negative
4285,YDL235C,Verified,null
4286,YGL081W,Uncharacterized,biological_process
4287,YGR103W,Verified,ion
4288,SCER_lnc1551,null,null
4289,YGR178C,Verified,ion
4290,YGR057C,Verified,positive
4291,YNL139C,Verified,repair
4292,YGL143C,Verified,ion
4293,YJR123W,Verified,ion
4294,YOL075C,Verified,transport
4295,YBR294W,Verified,null
4296,YDL067C,Verified,transport
4297,YOL020W,Verified,transport
4298,YDR135C,Verified,metabolic process
4299,YNL292W,Verified,ion
4300,YMR256C,Verified,transport
4301,YGL242C,Verified,biological_process
4302,YBL109W,Dubious,biological_process
4303,YOR252W,Verified,biological_process
4304,YGR078C,Verified,null
4305,YPR001W,Verified,catabolic process
4306,YGR007W,Verified,null
4307,YHL033C,Verified,ion
4308,YGL252C,Verified,regulation
4309,YER155C,Verified,ion
4310,YBR037C,Verified,protein
4311,YGL074C,Dubious,biological_process
4312,YOR096W,Verified,ion
4313,YEL035C,Uncharacterized,biological_process
4314,YGR025W,Dubious,biological_process
4315,YPL205C,Dubious,null
4316,YPL250C,Verified,null
4317,YNL148C,Verified,protein
4318,YGL119W,Verified,protein
4319,YMR103C,Uncharacterized,biological_process
4320,YCL056C,Verified,ion
4321,YNL194C,Verified,ion
4322,YCR023C,Verified,biological_process
4323,YGR278W,Verified,null
4324,YBL057C,Verified,negative
4325,YBR073W,Verified,repair
4326,YPR175W,Verified,ion
4327,YBR004C,Verified,null
4328,YPR120C,Verified,regulation
4329,YBL041W,Verified,protein
4330,YDL058W,Verified,transport
4331,YNL214W,Verified,protein
4332,YLR403W,Verified,regulation
4333,YPR180W,Verified,protein
4334,YOR203W,Dubious,biological_process
4335,YEL013W,Verified,ion
4336,YPR040W,Verified,ion
4337,YDR385W,Verified,null
4338,YOR280C,Verified,biological_process
4339,YDR480W,Verified,negative
4340,YML004C,Verified,metabolic process
4341,YHR093W,Dubious,biological_process
4342,YLR023C,Verified,ion
4343,YBR059C,Verified,ion
4344,YDL198C,Verified,metabolic process
4345,YLR072W,Verified,transport
4346,YER180C,Verified,ion
4347,YGR212W,Verified,null
4348,YJL011C,Verified,ion
4349,YKL138C,Verified,ion
4350,YPL093W,Verified,null
4351,YDR347W,Verified,ion
4352,YER086W,Verified,catabolic process
4353,YDR207C,Verified,ion
4354,YLR264W,Verified,ion
4355,YKR023W,Uncharacterized,biological_process
4356,YDL218W,Uncharacterized,biological_process
4357,YKL038W,Verified,negative
4358,YDR424C,Verified,ion
4359,YLR286C,Verified,ion
4360,YNL016W,Verified,catabolic process
4361,YDL118W,Dubious,biological_process
4362,YGL199C,Dubious,biological_process
4363,YKL107W,Uncharacterized,biological_process
4364,YPL079W,Verified,ion
4365,YDL085W,Verified,ion
4366,YFL049W,Verified,positive
4367,YKR018C,Verified,biological_process
4368,YOR171C,Verified,metabolic process
4369,YKL003C,Verified,ion
4370,YHR069C,Dubious,catabolic process
4371,YDR329C,Verified,ion
4372,YFR025C,Verified,null
4373,YBR175W,Verified,histone
4374,YGL249W,Verified,ion
4375,YKL192C,Verified,null
4376,YIL041W,Verified,ion
4377,YLR311C,Dubious,biological_process
4378,YPR098C,Verified,biological_process
4379,YNR009W,Verified,negative
4380,__not_aligned,null,null
4381,YJR151C,Verified,biological_process
4382,YKL065C,Verified,biological_process
4383,YJR046W,Verified,repair
4384,YMR007W,Uncharacterized,biological_process
4385,YDL172C,Dubious,biological_process
4386,YFL023W,Verified,ion
4387,YDR092W,Verified,protein
4388,YPL108W,Uncharacterized,biological_process
4389,YBR171W,Verified,protein
4390,YJL157C,Verified,ion
4391,YNL070W,Verified,protein
4392,YOR059C,Verified,null
4393,YOR273C,Verified,transport
4394,YBR200W,Uncharacterized,ion
4395,YNL262W,Verified,ion
4396,YAR028W,Uncharacterized,biological_process
4397,YAR053W,Dubious,biological_process
4398,YOL069W,Verified,ion
4399,YLL042C,Verified,protein
4400,YDR412W,Verified,null
4401,YDR129C,Verified,ion
4402,YOL134C,Dubious,biological_process
4403,YJL199C,Uncharacterized,biological_process
4404,YBR157C,Verified,biological_process
4405,YCL036W,Verified,biological_process
4406,YOL092W,Verified,null
4407,YOR077W,Verified,biological_process
4408,YOL043C,Verified,repair
4409,YDR402C,Verified,null
4410,YIL026C,Verified,ion
4411,YEL041W,Verified,null
4412,YGL042C,Dubious,biological_process
4413,YNL244C,Verified,ion
4414,YNR027W,Verified,null
4415,YLR458W,Dubious,biological_process
4416,YGL055W,Verified,ion
4417,YBR092C,Verified,metabolic process
4418,YNL095C,Uncharacterized,biological_process
4419,YDR529C,Verified,transport
4420,YGR044C,Verified,negative
4421,YBL113C,Uncharacterized,biological_process
4422,YOR219C,Verified,ion
4423,YLR135W,Verified,repair
4424,YPL226W,Verified,null
4425,SCER_lnc0960,null,null
4426,YML018C,Verified,biological_process
4427,YDL044C,Verified,ion
4428,YLR160C,Verified,catabolic process
4429,YDL011C,Dubious,biological_process
4430,YER112W,Verified,catabolic process
4431,YDR355C,Dubious,biological_process
4432,YKR100C,Verified,ion
4433,YIL084C,Verified,negative
4434,YOR302W,Verified,regulation
4435,YAR075W,Dubious,biological_process
4436,YLR419W,Uncharacterized,biological_process
4437,YHL016C,Verified,transport
4438,YMR193W,Verified,ion
4439,YLL039C,Verified,protein
4440,YCR053W,Verified,null
4441,YML023C,Verified,repair
4442,YLR091W,Verified,null
4443,YER047C,Verified,biological_process
4444,YKR053C,Verified,ion
4445,YML098W,Verified,ion
4446,YLR420W,Verified,null
4447,YJR067C,Verified,ion
4448,YDL153C,Verified,ion
4449,YMR071C,Verified,transport
4450,YIR033W,Verified,positive
4451,YGL016W,Verified,protein
4452,YDL216C,Verified,ion
4453,YMR120C,Verified,null
4454,YER029C,Verified,null
4455,YKR075C,Uncharacterized,biological_process
4456,YOR194C,Verified,ion
4457,YMR200W,Verified,protein
4458,YPR034W,Verified,ion
4459,YGR233C,Verified,metabolic process
4460,YCR039C,Verified,negative
4461,YPR061C,Verified,biological_process
4462,YDR271C,Dubious,biological_process
4463,YOR299W,Verified,ion
4464,YDR224C,Verified,negative
4465,YHR189W,Verified,null
4466,YLR385C,Verified,null
4467,YDR013W,Verified,repair
4468,YLR218C,Verified,null
4469,YBR138C,Uncharacterized,biological_process
4470,YNL162W,Verified,ion
4471,YDR362C,Verified,ion
4472,YNL115C,Uncharacterized,biological_process
4473,YGL138C,Uncharacterized,biological_process
4474,YJL174W,Verified,metabolic process
4475,YLR298C,Verified,ion
4476,YNL057W,Dubious,biological_process
4477,YDR157W,Dubious,biological_process
4478,YJR058C,Verified,transport
4479,YPR156C,Verified,transport
4480,YDR359C,Verified,repair
4481,YKL124W,Verified,transport
4482,YDR304C,Verified,biological_process
4483,YKL171W,Verified,null
4484,YOR136W,Verified,metabolic process
4485,YJL056C,Verified,regulation
4486,YPL063W,Verified,protein
4487,YOL142W,Verified,catabolic process
4488,YDR287W,Verified,ion
4489,YGL209W,Verified,negative
4490,YLR400W,Dubious,biological_process
4491,YAL041W,Verified,ion
4492,YDR199W,Dubious,biological_process
4493,YPL127C,Verified,regulation
4494,YJL090C,Verified,ion
4495,YBR196C,Uncharacterized,null
4496,YHR140W,Uncharacterized,biological_process
4497,YDR002W,Verified,ion
4498,YOL164W,Verified,metabolic process
4499,YNL039W,Verified,ion
4500,YLR198C,Dubious,biological_process
4501,YJL205C,Verified,protein
4502,YJR118C,Verified,null
4503,YIL141W,Dubious,biological_process
4504,YLR245C,Verified,catabolic process
4505,YGL083W,Verified,biological_process
4506,YGR101W,Verified,regulation
4507,YLR232W,Dubious,biological_process
4508,YDL237W,Verified,biological_process
4509,YJR085C,Verified,biological_process
4510,YOL077C,Verified,null
4511,YDR137W,Verified,transport
4512,YHR031C,Verified,ion
4513,YKL209C,Verified,null
4514,YGR049W,Verified,biological_process
4515,YDL061C,Verified,ion
4516,YLR441C,Verified,ion
4517,YIL010W,Verified,null
4518,YEL033W,Uncharacterized,biological_process
4519,YNR051C,Verified,protein
4520,YBR292C,Dubious,biological_process
4521,YGR005C,Verified,ion
4522,YML111W,Verified,protein
4523,YHL034C,Verified,negative
4524,YGL240W,Verified,catabolic process
4525,YLR332W,Verified,ion
4526,YOR392W,Dubious,biological_process
4527,YGL254W,Verified,positive
4528,YOL059W,Verified,metabolic process
4529,YFR006W,Uncharacterized,biological_process
4530,YHL031C,Verified,ion
4531,YLR444C,Dubious,biological_process
4532,YOR026W,Verified,null
4533,YER036C,Verified,null
4534,YOR090C,Verified,protein
4535,YPL207W,Verified,null
4536,YGR027C,Verified,ion
4537,YCL054W,Verified,ion
4538,YGL117W,Uncharacterized,biological_process
4539,YLR410W,Verified,null
4540,YMR105C,Verified,metabolic process
4541,YER182W,Uncharacterized,biological_process
4542,YCR025C,Dubious,biological_process
4543,YDR060W,Verified,null
4544,YBL055C,Verified,ion
4545,YOR188W,Verified,null
4546,YNL314W,Verified,catabolic process
4547,YLL018C,Verified,ion
4548,YDR174W,Verified,ion
4549,YPR177C,Dubious,biological_process
4550,YOR155C,Verified,null
4551,YGL101W,Uncharacterized,biological_process
4552,YOR250C,Verified,ion
4553,YOR205C,Verified,ion
4554,YBL043W,Verified,biological_process
4555,YPR042C,Verified,catabolic process
4556,YCL009C,Verified,null
4557,YEL048C,Verified,protein
4558,YHL029C,Uncharacterized,biological_process
4559,YGR190C,Dubious,biological_process
4560,YDR482C,Verified,null
4561,YPR182W,Verified,null
4562,YLR021W,Verified,protein
4563,YLR074C,Verified,null
4564,YNL216W,Verified,negative
4565,YLR405W,Verified,ion
4566,YKL039W,Verified,biological_process
4567,YPR148C,Verified,biological_process
4568,YMR089C,Verified,protein
4569,YDR345C,Verified,transport
4570,YOR108W,Verified,null
4571,YJL068C,Verified,catabolic process
4572,YGR210C,Uncharacterized,biological_process
4573,YHR179W,Verified,null
4574,YNL049C,Verified,null
4575,YDR250C,Dubious,biological_process
4576,YKR025W,Verified,ion
4577,YCR087W,Dubious,biological_process
4578,YDR205W,Verified,transport
4579,YJL108C,Verified,biological_process
4580,YLR266C,Verified,positive
4581,YER088C,Dubious,regulation
4582,YLR284C,Verified,ion
4583,YNL014W,Verified,ion
4584,YKL101W,Verified,ion
4585,YPR028W,Verified,ion
4586,YJL035C,Verified,ion
4587,YOR120W,Verified,catabolic process
4588,YBL088C,Verified,repair
4589,YLR116W,Verified,null
4590,YER008C,Verified,transport
4591,YIR028W,Verified,catabolic process
4592,YJR155W,Verified,metabolic process
4593,YOR177C,Verified,null
4594,YLR192C,Verified,ion
4595,YBR177C,Verified,metabolic process
4596,YJL155C,Verified,metabolic process
4597,YIR004W,Verified,protein
4598,YFR027W,Verified,ion
4599,YJL122W,Verified,null
4600,YGR148C,Verified,ion
4601,YLR152C,Uncharacterized,biological_process
4602,YDR459C,Verified,protein
4603,YLR313C,Verified,ion
4604,YNR007C,Verified,protein
4605,YJR153W,Verified,catabolic process
4606,YKL190W,Verified,ion
4607,YGL239C,Dubious,biological_process
4608,YKL063C,Uncharacterized,biological_process
4609,YDL170W,Verified,ion
4610,YJR044C,Verified,transport
4611,YJR011C,Uncharacterized,biological_process
4612,YMR009W,Verified,ion
4613,YNL072W,Verified,ion
4614,YFL021W,Verified,null
4615,YJL219W,Verified,transport
4616,YMR283C,Verified,ion
4617,YDR090C,Uncharacterized,biological_process
4618,YIL108W,Verified,biological_process
4619,YMR187C,Uncharacterized,biological_process
4620,YOR359W,Verified,catabolic process
4621,YNL239W,Verified,negative
4622,YDR410C,Verified,protein
4623,YLL040C,Verified,protein
4624,YOR322C,Verified,positive
4625,YBR193C,Verified,negative
4626,YNL147W,Verified,catabolic process
4627,YOR002W,Verified,protein
4628,YOR075W,Verified,transport
4629,YDR404C,Verified,catabolic process
4630,YLR352W,Uncharacterized,biological_process
4631,YFR018C,Uncharacterized,biological_process
4632,YKL006W,Verified,ion
4633,YNL242W,Verified,null
4634,YOL090W,Verified,repair
4635,YNL145W,Verified,ion
4636,YNR021W,Uncharacterized,biological_process
4637,YBR094W,Verified,biological_process
4638,YDR527W,Verified,ion
4639,YGR042W,Verified,negative
4640,YLR338W,Dubious,biological_process
4641,YNL093W,Verified,protein
4642,YOL001W,Verified,regulation
4643,YBL111C,Verified,biological_process
4644,YPL224C,Verified,ion
4645,YLR137W,Verified,protein
4646,YDL042C,Verified,ion
4647,YBR096W,Uncharacterized,biological_process
4648,YDR531W,Verified,null
4649,YOL136C,Verified,metabolic process
4650,YLR002C,Verified,ion
4651,YER145C,Dubious,transport
4652,YER110C,Verified,protein
4653,YHR123W,Verified,null
4654,YOR304W,Verified,ion
4655,YJR133W,Verified,metabolic process
4656,__too_low_aQual,null,null
4657,YHL010C,Verified,null
4658,YIL082W,Dubious,null
4659,YMR191W,Verified,null
4660,YLR108C,Verified,biological_process
4661,YKR008W,Verified,ion
4662,YDR226W,Verified,ion
4663,YLR097C,Verified,protein
4664,YDR108W,Verified,transport
4665,YLR426W,Uncharacterized,null
4666,YDL155W,Verified,regulation
4667,YGL102C,Dubious,biological_process
4668,YMR079W,Verified,transport
4669,YMR126C,Uncharacterized,biological_process
4670,YGL014W,Verified,catabolic process
4671,YML043C,Verified,ion
4672,YLR068W,Verified,ion
4673,YMR279C,Verified,transport
4674,YER027C,Verified,ion
4675,YKR073C,Dubious,biological_process
4676,YDL013W,Verified,protein
4677,YKR088C,Verified,ion
4678,YMR206W,Uncharacterized,biological_process
4679,YOR196C,Verified,protein
4680,YOR231W,Verified,protein
4681,YPR036W,Verified,ion
4682,YGR235C,Verified,ion
4683,YEL067C,Uncharacterized,biological_process
4684,YLR406C,Uncharacterized,ion
4685,YKL173W,Verified,ion
4686,SCER_lnc0319,null,null
4687,YLR383W,Verified,repair
4688,YLL020C,Dubious,biological_process
4689,YDR037W,Verified,ion
4690,YDR469W,Verified,null
4691,YGL051W,Verified,ion
4692,YNL160W,Verified,null
4693,YMR013C,Verified,null
4694,YDR219C,Verified,ion
4695,YCR011C,Verified,transport
4696,YNL055C,Verified,transport
4697,YFL002C,Verified,ion
4698,YDR155C,Verified,null
4699,YGL181W,Verified,regulation
4700,YJL176C,Verified,ion
4701,YPL087W,Verified,catabolic process
4702,YPL065W,Verified,protein
4703,YJL054W,Verified,protein
4704,YOR134W,Verified,negative
4705,YPR154W,Verified,negative
4706,YKL122C,Verified,protein
4707,YAL038W,Verified,metabolic process
4708,YAL047C,Verified,ion
4709,YDR285W,Verified,ion
4710,YGR107W,Dubious,biological_process
4711,YOL119C,Verified,transport
4712,YIL169C,Verified,biological_process
4713,YHR121W,Verified,metabolic process
4714,YJL096W,Verified,ion
4715,YHR142W,Verified,protein
4716,YPL129W,Verified,ion
4717,YBR190W,Dubious,biological_process
4718,YOL162W,Uncharacterized,transport
4719,YLR196W,Verified,null
4720,YJL203W,Verified,null
4721,YAL065C,Uncharacterized,biological_process
4722,YIL147C,Verified,negative
4723,YGL085W,Uncharacterized,biological_process
4724,YKL017C,Verified,ion
4725,YLR230W,Dubious,biological_process
4726,YPL201C,Verified,null
4727,YBL018C,Verified,catabolic process
4728,YDR131C,Verified,protein
4729,YIL012W,Dubious,biological_process
4730,YEL031W,Verified,ion
4731,YOL071W,Verified,null
4732,YNR053C,Verified,null
4733,YDL063C,Verified,protein
4734,YNL298W,Verified,protein
4735,YBR290W,Verified,protein
4736,YNR075W,Verified,protein
4737,YML113W,Verified,negative
4738,YHR202W,Uncharacterized,biological_process
4739,YHR008C,Verified,metabolic process
4740,YLR330W,Verified,ion
4741,YFR051C,Verified,transport
4742,YHL037C,Dubious,biological_process
4743,YNR068C,Uncharacterized,biological_process
4744,YOL057W,Verified,null
4745,YFR004W,Verified,ion
4746,YOR369C,Verified,ion
4747,YOR025W,Verified,histone
4748,YOR092W,Verified,biological_process
4749,YML128C,Verified,ion
4750,YGL070C,Verified,ion
4751,YGL256W,Verified,catabolic process
4752,YER184C,Verified,positive
4753,SCER_lnc0083,null,null
4754,YMR107W,Verified,biological_process
4755,SCER_lnc0086,null,null
4756,YER166W,Verified,ion
4757,YHR015W,Verified,null
4758,YCR027C,Verified,transport
4759,YDL194W,Verified,ion
4760,YDL009C,Uncharacterized,biological_process
4761,YIL021W,Verified,ion
4762,YNL198C,Dubious,biological_process
4763,YGL115W,Verified,regulation
4764,YMR247C,Verified,ion
4765,YBR077C,Verified,ion
4766,YDR176W,Verified,ion
4767,YDR381W,Verified,repair
4768,YGL103W,Verified,ion
4769,YDR484W,Verified,transport
4770,YOR207C,Verified,ion
4771,YNL183C,Verified,protein
4772,YGR192C,Verified,transport
4773,YBL045C,Verified,ion
4774,YPR184W,Verified,catabolic process
4775,YER064C,Verified,regulation
4776,YNL218W,Verified,ion
4777,YLR407W,Uncharacterized,biological_process
4778,YBR088C,Verified,repair
4779,YLR076C,Dubious,biological_process
4780,YBR055C,Verified,null
4781,YOR175C,Verified,null
4782,YNL329C,Verified,protein
4783,YJL015C,Dubious,biological_process
4784,YLL002W,Verified,regulation
4785,YGL028C,Verified,biological_process
4786,YGR216C,Verified,null
4787,YNL012W,Verified,ion
4788,YJL220W,Dubious,biological_process
4789,YCR085W,Uncharacterized,biological_process
4790,YPL184C,Verified,null
4791,YLR282C,Dubious,biological_process
4792,YDR203W,Dubious,biological_process
4793,YDR252W,Verified,protein
4794,YJL037W,Verified,null
4795,YDR054C,Verified,ion
4796,YBR008C,Verified,transport
4797,YPR171W,Verified,ion
4798,YKL103C,Verified,protein
4799,YLR114C,Verified,transport
4800,YML037C,Uncharacterized,biological_process
4801,YLR141W,Verified,ion
4802,YDL089W,Verified,regulation
4803,YPL159C,Verified,ion
4804,YBR102C,Verified,transport
4805,YDR096W,Verified,negative
4806,YJL120W,Dubious,biological_process
4807,YKL102C,Dubious,biological_process
4808,YHR065C,Verified,ion
4809,YPL046C,Verified,protein
4810,YLR315W,Verified,ion
4811,YKL196C,Verified,transport
4812,YNR005C,Dubious,biological_process
4813,YFR021W,Verified,protein
4814,YNL129W,Verified,metabolic process
4815,YJR013W,Verified,ion
4816,YDL176W,Verified,biological_process
4817,YKR027W,Verified,transport
4818,YHR053C,Verified,copper
4819,YKL034W,Verified,protein
4820,YKL061W,Verified,ion
4821,YJR042W,Verified,protein
4822,YMR281W,Verified,null
4823,YKL169C,Dubious,biological_process
4824,YHR186C,Verified,regulation
4825,YFL027C,Verified,transport
4826,YPL133C,Verified,positive
4827,YMR302C,Verified,null
4828,YMR189W,Verified,metabolic process
4829,YBR204C,Verified,null
4830,YDL223C,Verified,ion
4831,YNR023W,Verified,positive
4832,YOL096C,Verified,null
4833,YAL004W,Dubious,biological_process
4834,YBR259W,Verified,biological_process
4835,YDR406W,Dubious,transport
4836,YNL240C,Verified,null
4837,YBR222C,Verified,catabolic process
4838,YOR306C,Verified,transport
4839,YCL017C,Verified,ion
4840,YNL091W,Verified,null
4841,YER025W,Verified,ion
4842,YMR226C,Verified,biological_process
4843,YHL012W,Uncharacterized,biological_process
4844,YNL281W,Verified,protein
4845,YPL273W,Verified,ion
4846,YGR015C,Uncharacterized,biological_process
4847,YDR525W,Verified,biological_process
4848,YGR040W,Verified,ion
4849,YER178W,Verified,null
4850,YOL003C,Verified,protein
4851,YPL222W,Uncharacterized,biological_process
4852,YJL140W,Verified,catabolic process
4853,YOR320C,Verified,protein
4854,YOL138C,Verified,positive
4855,YDR533C,Verified,catabolic process
4856,YER147C,Dubious,repair
4857,YOL038W,Verified,protein
4858,YKL211C,Verified,null
4859,YDR220C,Dubious,biological_process
4860,YLR424W,Verified,ion
4861,YCL066W,Verified|silenced_gene,regulation
4862,YER043C,Verified,metabolic process
4863,YCL059C,Verified,null
4864,YLR095C,Verified,null
4865,YBR034C,Verified,ion
4866,YLR040C,Verified,ion
4867,YJR063W,Verified,negative
4868,YMR161W,Verified,protein
4869,YDL157C,Uncharacterized,biological_process
4870,YJL184W,Verified,protein
4871,YDL040C,Verified,protein
4872,YDL015C,Verified,metabolic process
4873,YKR086W,Verified,ion
4874,YML041C,Verified,histone
4875,YER078C,Verified,protein
4876,YCR001W,Uncharacterized,biological_process
4877,YMR204C,Verified,null
4878,YML014W,Verified,ion
4879,YKR071C,Verified,negative
4880,YGL261C,Uncharacterized,biological_process
4881,YOR233W,Verified,ion
4882,YMR179W,Verified,regulation
4883,YGR280C,Verified,negative
4884,YGR237C,Uncharacterized,biological_process
4885,YEL069C,Verified,transport
4886,YKL120W,Verified,transport
4887,YKL175W,Verified,transport
4888,YLR381W,Verified,ion
4889,YMR011W,Verified,transport
4890,YDL200C,Verified,null
4891,YJR009C,Verified,metabolic process
4892,YER092W,Verified,ion
4893,YLR131C,Verified,regulation
4894,YCR013C,Dubious,biological_process
4895,YFL004W,Verified,metabolic process
4896,YGL183C,Verified,ion
4897,YMR153W,Verified,protein
4898,YMR124W,Verified,ion
4899,YPR103W,Verified,protein
4900,YPL085W,Verified,protein
4901,YPR152C,Verified,biological_process
4902,YJL052W,Verified,null
4903,YOR132W,Verified,transport
4904,YPL067C,Uncharacterized,biological_process
4905,YGL087C,Verified,protein
4906,YPR080W,Verified,ion
4907,YGR172C,Verified,transport
4908,YAL045C,Dubious,biological_process
4909,YGR105W,Verified,transport
4910,YBR269C,Verified,null
4911,YDR283C,Verified,regulation
4912,YBR192W,Verified,transport
4913,YOR049C,Verified,ion
4914,YBR125C,Verified,protein
4915,YJL094C,Verified,transport
4916,YGR074W,Verified,null
4917,YNL166C,Verified,null
4918,YOL160W,Dubious,biological_process
4919,YAL067C,Verified,transport
4920,YIL132C,Verified,repair
4921,YIL145C,Verified,null
4922,YLR194C,Verified,ion
4923,YKL015W,Verified,ion
4924,YLR236C,Dubious,biological_process
4925,YJR089W,Verified,ion
4926,YPL110C,Verified,catabolic process
4927,YJL201W,Verified,biological_process
4928,YKL040C,Verified,ion
4929,YLR249W,Verified,ion
4930,YGL158W,Verified,protein
4931,YOL073C,Verified,biological_process
4932,YPL203W,Verified,ion
4933,YNR055C,Verified,transport
4934,YHR035W,Verified,biological_process
4935,YHR200W,Verified,protein
4936,YDR184C,Verified,ion
4937,YDR133C,Dubious,biological_process
4938,YML115C,Verified,protein
4939,YNL221C,Verified,catabolic process
4940,YOL055C,Verified,catabolic process
4941,YIL032C,Dubious,biological_process
4942,YNL108C,Verified,ion
4943,YFR053C,Verified,metabolic process
4944,YHL035C,Verified,ion
4945,YLR336C,Verified,null
4946,YFR002W,Verified,protein
4947,YBR211C,Verified,protein
4948,YGR089W,Verified,biological_process
4949,YGR023W,Verified,ion
4950,YGL072C,Dubious,biological_process
4951,YGL258W,Verified,biological_process
4952,YDL196W,Dubious,biological_process
4953,YHR100C,Verified,ion
4954,YBR057C,Verified,ion
4955,YPL269W,Verified,ion
4956,YER186C,Uncharacterized,biological_process
4957,YER164W,Verified,regulation
4958,YER131W,Verified,ion
4959,YCL058C,Verified,ion
4960,YMR245W,Dubious,biological_process
4961,YGL113W,Verified,repair
4962,YGR009C,Verified,ion
4963,YCL005W,Verified,ion
4964,YGL105W,Verified,protein
4965,YEL019C,Verified,repair
4966,YLR214W,Verified,transport
4967,YPR186C,Verified,ion
4968,YGR194C,Verified,catabolic process
4969,YDR486C,Verified,transport
4970,YBL047C,Verified,protein
4971,YOR315W,Verified,null
4972,YLL023C,Verified,ion
4973,YMR032W,Verified,negative
4974,YDL129W,Verified,biological_process
4975,YPL099C,Verified,transport
4976,YGL026C,Verified,null
4977,YDR201W,Verified,positive
4978,YDR254W,Verified,ion
4979,YGR263C,Verified,metabolic process
4980,YNL045W,Verified,protein
4981,YNL010W,Uncharacterized,biological_process
4982,YJL222W,Verified,protein
4983,YGR214W,Verified,ion
4984,YPR002W,Verified,metabolic process
4985,YCR083W,Verified,null
4986,YNL310C,Verified,protein
4987,YDR052C,Verified,negative
4988,YPR173C,Verified,metabolic process
4989,YGR249W,Verified,null
4990,YJL031C,Verified,protein
4991,YDL021W,Verified,biological_process
4992,YLR143W,Verified,null
4993,YEL073C,Uncharacterized,biological_process
4994,YML060W,Verified,repair
4995,YML035C,Verified,metabolic process
4996,YLR112W,Dubious,biological_process
4997,YFL025C,Verified,metabolic process
4998,YKL009W,Verified,catabolic process
4999,YFL052W,Verified,positive
5000,YOR124C,Verified,protein
5001,YDR094W,Dubious,biological_process
5002,YJL126W,Verified,biological_process
5003,YJL159W,Verified,ion
5004,YHR063C,Verified,null
5005,YPL044C,Dubious,biological_process
5006,YPL033C,Verified,metabolic process
5007,YLR317W,Dubious,biological_process
5008,YCL052C,Verified,protein
5009,SCER_lnc0293,null,null
5010,YNR003C,Verified,ion
5011,YDR376W,Verified,ion
5012,YKL194C,Verified,ion
5013,YFR023W,Verified,biological_process
5014,YNL127W,Verified,positive
5015,YPL182C,Dubious,biological_process
5016,YLR280C,Dubious,biological_process
5017,YJR040W,Verified,copper
5018,YPR119W,Verified,regulation
5019,YJR015W,Uncharacterized,biological_process
5020,YHR051W,Verified,transport
5021,YKR029C,Verified,regulation
5022,YKL036C,Dubious,biological_process
5023,YJL104W,Verified,protein
5024,YMR056C,Verified,transport
5025,YDL174C,Verified,catabolic process
5026,YDL103C,Verified,null
5027,YMR287C,Verified,catabolic process
5028,YBR220C,Uncharacterized,biological_process
5029,YPL131W,Verified,ion
5030,YIL115C,Verified,protein
5031,YOL101C,Verified,ion
5032,YJL088W,Verified,null
5033,YHR158C,Verified,negative
5034,YGR155W,Verified,ion
5035,YMR300C,Verified,null
5036,YFR049W,Verified,metabolic process
5037,YBL028C,Verified,biological_process
5038,YDL221W,Dubious,biological_process
5039,YKL089W,Verified,ion
5040,YOR006C,Verified,ion
5041,YLR277C,Verified,ion
5042,YJR157W,Dubious,biological_process
5043,YOR028C,Verified,regulation
5044,YOL094C,Verified,ion
5045,YAL002W,Verified,protein
5046,YHR018C,Verified,null
5047,YDR408C,Verified,null
